147	20.0
90	18.0
91	19.0
93	18.0
94	4.0
165	9.0
95	6.0
96	18.0
158	1.0
97	6.0
251	16.0
98	15.0
99	19.0
100	5.0
204	19.0
227	4.0
101	11.0
102	5.0
195	12.0
103	6.0
172	13.0
245	17.0
246	14.0
104	20.0
105	13.0
176	16.0
106	7.0
107	14.0
191	9.0
313	16.0
344	3.0
283	10.0
346	15.0
364	16.0
323	19.0
272	13.0
330	3.0
341	16.0
359	4.0
5	13.0
286	9.0
310	3.0
357	20.0
348	20.0
301	3.0
275	15.0
358	16.0
368	16.0
263	9.0
276	16.0
295	15.0
387	6.0
278	19.0
302	12.0
343	15.0
300	13.0
264	12.0
284	3.0
315	10.0
21	6.0
273	5.0
311	4.0
318	12.0
355	20.0
269	19.0
304	12.0
316	9.0
373	13.0
378	5.0
281	14.0
303	5.0
259	6.0
326	17.0
31	11.0
388	19.0
282	12.0
294	11.0
319	18.0
342	5.0
345	6.0
340	7.0
258	1.0
291	9.0
36	20.0
277	13.0
288	18.0
327	11.0
305	9.0
376	17.0
383	3.0
274	12.0
261	18.0
325	9.0
317	18.0
351	3.0
306	11.0
322	11.0
349	17.0
382	14.0
299	17.0
381	3.0
262	17.0
334	7.0
380	10.0
365	16.0
366	19.0
265	19.0
58	15.0
59	6.0
63	20.0
362	5.0
64	20.0
260	3.0
279	17.0
67	1.0
308	5.0
69	16.0
338	11.0
370	2.0
386	20.0
71	4.0
329	12.0
76	9.0
328	5.0
287	9.0
336	16.0
289	17.0
337	5.0
320	16.0
385	3.0
293	2.0
353	8.0
379	4.0
363	18.0
352	12.0
92	16.0
335	3.0
324	16.0
369	5.0
270	1.0
321	5.0
314	3.0
280	15.0
361	5.0
115	11.0
125	9.0
312	19.0
127	5.0
377	13.0
374	7.0
129	16.0
285	5.0
257	16.0
354	7.0
139	2.0
360	9.0
297	6.0
307	2.0
331	2.0
384	1.0
150	7.0
268	9.0
333	1.0
372	4.0
163	16.0
168	11.0
271	10.0
169	4.0
170	12.0
339	12.0
371	20.0
267	3.0
332	19.0
182	12.0
185	14.0
290	16.0
192	6.0
298	6.0
198	10.0
199	14.0
256	10.0
208	15.0
211	7.0
356	11.0
234	13.0
241	20.0
367	8.0
350	20.0
252	18.0
459	15.0
435	5.0
515	7.0
479	19.0
421	19.0
519	9.0
416	1.0
444	2.0
514	10.0
402	10.0
439	11.0
467	9.0
431	17.0
495	19.0
517	5.0
390	15.0
394	14.0
399	7.0
412	6.0
457	4.0
464	12.0
494	6.0
510	5.0
400	19.0
420	10.0
483	11.0
480	11.0
489	11.0
513	7.0
490	7.0
504	20.0
458	1.0
468	2.0
472	10.0
516	5.0
470	19.0
508	7.0
419	19.0
442	6.0
471	2.0
486	7.0
511	5.0
440	8.0
502	8.0
398	18.0
417	11.0
423	19.0
477	7.0
469	11.0
418	6.0
28	13.0
460	2.0
503	15.0
507	7.0
401	2.0
500	17.0
432	19.0
422	4.0
408	13.0
413	5.0
427	9.0
441	13.0
424	19.0
434	1.0
524	20.0
406	3.0
491	14.0
450	19.0
462	12.0
448	3.0
512	17.0
410	18.0
499	20.0
521	8.0
445	15.0
429	8.0
430	5.0
405	4.0
433	1.0
453	14.0
509	6.0
391	8.0
475	8.0
496	9.0
522	8.0
505	10.0
451	9.0
501	6.0
497	19.0
428	4.0
446	13.0
404	16.0
461	16.0
481	16.0
498	3.0
436	13.0
466	11.0
476	15.0
426	5.0
506	11.0
478	6.0
395	13.0
492	7.0
474	10.0
393	13.0
438	19.0
449	4.0
518	14.0
487	8.0
456	12.0
392	16.0
447	3.0
485	9.0
415	11.0
484	7.0
409	5.0
443	3.0
116	1.0
425	6.0
411	14.0
407	17.0
465	4.0
463	2.0
134	1.0
473	15.0
493	5.0
403	18.0
520	1.0
452	9.0
157	17.0
396	1.0
159	18.0
488	16.0
437	8.0
179	12.0
523	7.0
187	17.0
455	2.0
414	14.0
217	13.0
482	18.0
454	12.0
244	13.0
397	18.0
266	1.0
292	10.0
296	11.0
347	6.0
375	14.0
542	13.0
572	4.0
615	16.0
625	10.0
578	8.0
589	1.0
605	7.0
631	20.0
579	5.0
641	17.0
549	7.0
569	12.0
567	5.0
571	9.0
583	20.0
600	16.0
636	18.0
568	17.0
552	10.0
597	7.0
590	4.0
639	12.0
546	13.0
551	11.0
598	3.0
599	1.0
550	8.0
634	17.0
535	13.0
541	19.0
547	12.0
565	11.0
573	18.0
553	15.0
570	17.0
594	4.0
556	19.0
595	6.0
619	16.0
582	10.0
643	7.0
545	17.0
621	12.0
617	7.0
613	11.0
584	7.0
620	19.0
554	1.0
593	15.0
602	16.0
559	17.0
560	6.0
601	19.0
609	10.0
575	1.0
537	18.0
529	11.0
558	8.0
557	13.0
616	8.0
591	18.0
645	10.0
566	4.0
642	18.0
527	12.0
632	3.0
633	10.0
580	7.0
644	2.0
532	17.0
531	14.0
562	2.0
564	20.0
526	7.0
538	12.0
596	16.0
640	15.0
623	11.0
592	7.0
630	5.0
618	19.0
628	4.0
612	6.0
606	13.0
624	13.0
607	3.0
555	15.0
588	1.0
610	7.0
543	11.0
638	3.0
587	16.0
539	10.0
614	19.0
585	15.0
611	19.0
530	5.0
627	9.0
576	5.0
608	12.0
525	18.0
629	6.0
540	7.0
577	18.0
561	2.0
563	5.0
528	9.0
637	12.0
574	3.0
622	4.0
586	20.0
603	17.0
533	15.0
544	11.0
581	16.0
626	13.0
534	4.0
604	5.0
548	17.0
309	19.0
635	2.0
389	4.0
536	14.0
670	3.0
719	15.0
667	2.0
702	4.0
729	8.0
746	18.0
687	6.0
701	17.0
757	18.0
685	19.0
697	16.0
698	6.0
712	10.0
774	8.0
695	16.0
769	2.0
649	1.0
705	17.0
741	18.0
646	12.0
666	14.0
720	16.0
707	12.0
742	11.0
759	14.0
735	2.0
739	6.0
680	12.0
694	18.0
696	5.0
704	6.0
676	20.0
682	18.0
715	14.0
736	6.0
660	14.0
668	5.0
717	3.0
734	20.0
686	3.0
751	1.0
656	20.0
663	3.0
681	3.0
688	13.0
699	1.0
654	13.0
671	11.0
760	10.0
773	15.0
669	4.0
771	8.0
733	3.0
755	6.0
674	13.0
722	11.0
727	20.0
744	7.0
692	15.0
675	4.0
758	18.0
747	16.0
732	10.0
693	9.0
653	7.0
689	14.0
657	12.0
672	3.0
766	8.0
678	20.0
731	11.0
762	4.0
673	8.0
652	11.0
730	14.0
710	8.0
677	18.0
706	6.0
724	5.0
749	14.0
690	12.0
723	9.0
768	8.0
776	1.0
659	18.0
708	14.0
770	15.0
711	15.0
763	11.0
716	12.0
648	17.0
726	15.0
683	12.0
665	11.0
703	6.0
740	8.0
745	5.0
700	6.0
752	13.0
718	16.0
664	9.0
661	3.0
772	13.0
743	4.0
651	13.0
713	15.0
767	5.0
750	14.0
650	18.0
658	1.0
714	11.0
754	4.0
761	3.0
775	6.0
756	7.0
684	9.0
765	13.0
748	4.0
725	9.0
728	18.0
738	5.0
691	13.0
737	4.0
709	6.0
753	20.0
647	8.0
679	11.0
721	17.0
655	13.0
764	17.0
859	18.0
924	0.0
853	15.0
778	13.0
802	3.0
807	7.0
834	3.0
831	10.0
886	2.0
786	13.0
887	9.0
785	9.0
787	6.0
895	17.0
896	19.0
922	12.0
839	7.0
851	2.0
840	10.0
808	3.0
852	19.0
905	14.0
788	14.0
845	9.0
903	6.0
904	7.0
860	2.0
821	19.0
891	6.0
910	1.0
790	6.0
819	1.0
866	17.0
870	10.0
921	9.0
828	11.0
868	3.0
907	6.0
871	1.0
796	7.0
810	1.0
830	3.0
846	0.0
873	0.0
919	0.0
833	6.0
777	17.0
798	15.0
858	17.0
916	2.0
795	18.0
789	14.0
824	8.0
880	1.0
881	18.0
920	19.0
902	17.0
918	11.0
799	7.0
820	19.0
914	20.0
843	1.0
784	19.0
874	16.0
801	13.0
854	10.0
864	19.0
893	11.0
889	15.0
816	2.0
901	20.0
849	2.0
811	8.0
780	8.0
865	19.0
783	11.0
841	7.0
909	7.0
815	6.0
890	3.0
782	11.0
875	3.0
892	13.0
779	19.0
847	11.0
844	7.0
804	11.0
867	3.0
878	2.0
915	12.0
877	5.0
822	11.0
800	13.0
872	12.0
913	18.0
803	12.0
900	1.0
809	4.0
848	9.0
818	10.0
863	10.0
855	13.0
869	18.0
917	6.0
823	6.0
883	12.0
813	11.0
850	12.0
817	17.0
805	17.0
793	11.0
825	20.0
838	4.0
898	15.0
806	6.0
835	10.0
876	5.0
899	8.0
923	19.0
836	14.0
882	19.0
925	10.0
884	15.0
812	5.0
791	13.0
814	18.0
827	6.0
861	7.0
826	18.0
862	18.0
885	20.0
792	11.0
911	19.0
906	15.0
912	15.0
908	17.0
888	19.0
926	9.0
894	2.0
794	20.0
837	6.0
857	9.0
781	9.0
856	12.0
879	18.0
832	13.0
797	17.0
842	16.0
897	14.0
829	8.0
662	7.0
961	8.0
971	23.0
986	2.0
1027	4.0
993	7.0
1009	6.0
929	6.0
942	8.0
1001	20.0
940	18.0
977	10.0
965	3.0
1043	7.0
927	7.0
997	9.0
1015	11.0
958	17.0
1010	20.0
1037	19.0
1038	12.0
931	0.0
954	17.0
967	17.0
1033	9.0
991	19.0
1017	3.0
979	9.0
1035	20.0
1029	9.0
969	8.0
983	14.0
1031	11.0
985	1.0
984	9.0
1018	4.0
1011	2.0
1028	3.0
936	18.0
990	0.0
999	9.0
996	20.0
946	5.0
973	19.0
1044	19.0
981	8.0
933	20.0
978	8.0
1012	10.0
938	9.0
1024	3.0
1030	18.0
934	16.0
963	2.0
1016	18.0
1032	11.0
1004	8.0
1020	1.0
928	14.0
953	1.0
980	10.0
941	1.0
994	15.0
1039	4.0
992	6.0
1000	7.0
932	0.0
987	14.0
1006	6.0
1025	9.0
962	7.0
937	8.0
939	18.0
945	11.0
1005	14.0
1019	4.0
1041	7.0
976	14.0
1002	11.0
947	2.0
948	10.0
1042	16.0
964	5.0
988	7.0
974	15.0
1036	20.0
1014	16.0
952	11.0
955	0.0
995	6.0
989	13.0
956	4.0
998	14.0
1003	4.0
935	1.0
1022	0.0
957	11.0
1026	0.0
968	0.0
930	18.0
982	4.0
950	15.0
949	13.0
959	15.0
970	2.0
960	6.0
1040	13.0
1021	20.0
975	8.0
1007	20.0
943	0.0
1034	6.0
1013	18.0
951	14.0
1008	14.0
944	1.0
1023	13.0
972	10.0
966	8.0
1054	5.0
1116	3.0
1058	0.0
1119	2.0
1163	2.0
1166	9.0
1097	7.0
1092	9.0
1142	15.0
1089	2.0
1095	15.0
1124	12.0
1087	0.0
1102	8.0
1130	11.0
1126	0.0
1140	6.0
1076	14.0
1075	6.0
1125	14.0
1053	7.0
1071	13.0
1104	13.0
1136	0.0
1145	0.0
1094	12.0
1165	0.0
1046	9.0
1049	2.0
1138	0.0
1083	11.0
1117	10.0
1174	1.0
1113	14.0
1147	0.0
1106	16.0
1123	0.0
1169	17.0
1098	19.0
1050	12.0
1057	2.0
1139	5.0
1167	17.0
1072	13.0
1150	12.0
1064	10.0
1048	6.0
1168	10.0
1063	0.0
1073	27.0
1134	4.0
1077	14.0
1114	3.0
1144	3.0
1172	14.0
1081	0.0
1152	0.0
1099	11.0
1143	3.0
1055	1.0
1059	7.0
1118	7.0
1107	24.0
1047	3.0
1062	10.0
1065	12.0
1141	10.0
1151	5.0
1066	14.0
1088	5.0
1175	13.0
1068	12.0
1103	14.0
1137	0.0
1096	0.0
1101	5.0
1060	8.0
1133	0.0
1153	14.0
1170	19.0
1105	16.0
1122	3.0
1056	9.0
1112	13.0
1045	16.0
1156	10.0
1127	13.0
1085	15.0
1162	12.0
1115	0.0
1160	3.0
1051	0.0
1090	4.0
1108	2.0
1052	15.0
1100	0.0
1111	10.0
1149	10.0
1148	16.0
1154	10.0
1084	16.0
1157	11.0
1173	6.0
1164	17.0
1091	12.0
1110	10.0
1078	14.0
1132	38.0
1109	8.0
1155	18.0
1074	7.0
1135	4.0
1171	15.0
1161	10.0
1146	1.0
1080	15.0
1093	13.0
1079	16.0
1061	2.0
1067	3.0
1128	9.0
1120	9.0
1158	5.0
1121	5.0
1086	12.0
1069	6.0
1159	9.0
1129	0.0
1070	2.0
1131	8.0
1082	3.0
