0	16.0
275	15.0
359	10.0
366	14.0
369	12.0
370	20.0
385	6.0
401	1.0
409	11.0
468	10.0
524	9.0
1	11.0
269	10.0
377	2.0
411	11.0
436	19.0
440	1.0
470	1.0
494	3.0
504	13.0
508	17.0
2	17.0
264	17.0
316	17.0
371	6.0
386	18.0
399	18.0
410	16.0
465	16.0
488	6.0
509	6.0
3	15.0
272	10.0
287	13.0
292	13.0
301	17.0
310	20.0
311	6.0
314	9.0
334	18.0
355	2.0
358	6.0
364	16.0
393	7.0
400	7.0
413	3.0
433	5.0
455	2.0
463	12.0
469	10.0
4	13.0
274	18.0
293	19.0
322	1.0
325	11.0
347	19.0
380	2.0
423	18.0
426	2.0
437	4.0
444	14.0
474	19.0
482	2.0
507	7.0
5	12.0
277	4.0
299	18.0
307	19.0
338	2.0
378	17.0
414	20.0
425	12.0
453	17.0
457	12.0
478	5.0
493	19.0
505	12.0
6	3.0
308	17.0
319	8.0
340	12.0
415	19.0
443	6.0
449	18.0
451	16.0
479	1.0
510	6.0
7	14.0
267	14.0
283	10.0
356	20.0
403	15.0
459	13.0
483	17.0
8	19.0
303	10.0
306	2.0
309	3.0
336	12.0
368	5.0
395	16.0
424	2.0
466	1.0
9	20.0
288	8.0
390	16.0
392	6.0
394	10.0
402	12.0
481	10.0
498	18.0
501	4.0
514	8.0
10	20.0
344	7.0
375	1.0
438	18.0
473	19.0
512	16.0
513	4.0
516	15.0
11	16.0
265	13.0
312	11.0
315	8.0
350	3.0
351	16.0
367	5.0
376	10.0
384	3.0
435	10.0
448	7.0
485	16.0
12	9.0
313	2.0
343	1.0
345	5.0
353	10.0
387	19.0
416	13.0
452	8.0
486	12.0
499	3.0
522	12.0
13	16.0
318	16.0
326	5.0
331	17.0
471	3.0
472	1.0
475	1.0
496	16.0
14	13.0
329	20.0
374	5.0
381	19.0
408	5.0
15	10.0
285	7.0
291	4.0
348	1.0
429	11.0
523	11.0
16	11.0
279	20.0
280	17.0
323	13.0
405	3.0
432	6.0
446	9.0
17	5.0
290	2.0
296	5.0
372	5.0
462	5.0
489	9.0
18	5.0
289	4.0
330	1.0
362	9.0
397	4.0
458	17.0
460	7.0
