0	-2.4868995751603507e-14
8	0.0
9	1.0658141036401503e-14
1	0.0
12	5.3290705182007514e-14
2	0.0
10	-4.263256414560601e-14
3	8.526512829121202e-14
4	0.0
11	3.552713678800501e-15
5	0.0
6	0.0
7	0.0
20	0.0
21	11.999999999999915
18	0.0
15	0.0
16	0.0
17	0.0
19	1.7763568394002505e-15
13	0.0
14	0.0
23	13.999999999999595
28	0.0
22	0.0
24	0.0
25	11.999999999999595
26	0.0
27	0.0
36	0.0
33	0.0
34	0.0
29	-4.050093593832571e-13
30	0.0
31	0.0
32	0.0
35	0.0
37	0.0
38	0.0
39	0.0
44	0.0
48	0.0
42	0.0
47	0.0
41	4.831690603168681e-13
45	0.0
46	0.0
43	0.0
40	0.0
53	0.0
55	0.0
56	0.0
51	0.0
50	0.0
49	0.0
52	85.99999999999994
54	-5.684341886080802e-14
59	83.00000000000043
60	99.00000000000045
62	100.00000000000043
58	91.0
61	91.0
64	92.99999999999943
63	93.99999999999994
57	90.0
